timestamp,open,high,low,close,volume
01.01.2020 00:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 01:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 02:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 03:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 04:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 05:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 06:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 07:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 08:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 09:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 10:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 11:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 12:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 13:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 14:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 15:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 16:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 17:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 18:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 19:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 20:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 21:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 22:00:00.000,28567.7,28567.7,28567.7,28567.7,0
01.01.2020 23:00:00.000,28573.5,28608.29,28557.29,28587,0.2858
02.01.2020 00:00:00.000,28586.28,28601.5,28582.73,28598.27,0.1219
02.01.2020 01:00:00.000,28599.25,28613.5,28578,28601.29,0.2949
02.01.2020 02:00:00.000,28601.29,28613.3,28597.3,28607.25,0.1819
02.01.2020 03:00:00.000,28607.71,28622.25,28607.71,28620.5,0.0971
02.01.2020 04:00:00.000,28620.5,28620.5,28610.28,28613.3,0.0258
02.01.2020 05:00:00.000,28613.27,28617.29,28601.78,28616.26,0.0912
02.01.2020 06:00:00.000,28616.73,28618.5,28607.21,28613.75,0.1043
02.01.2020 07:00:00.000,28614.22,28645.5,28613.78,28643.3,0.2545
02.01.2020 08:00:00.000,28642.29,28691.9,28636.1,28680.89,0.5839
02.01.2020 09:00:00.000,28680.89,28695.85,28676.8,28687.84,0.4313
02.01.2020 10:00:00.000,28688.37,28708.1,28682.84,28698.39,0.4517
02.01.2020 11:00:00.000,28698.81,28701.9,28670.81,28675.8,0.3375
02.01.2020 12:00:00.000,28675.8,28696.9,28674.84,28694.83,0.2369
02.01.2020 13:00:00.000,28694.3,28701.9,28684.1,28695.9,0.2973
02.01.2020 14:00:00.000,28695.86,28737.45,28642.49,28725.47,0.9168
02.01.2020 15:00:00.000,28725.47,28726.5,28622.91,28702.5,1.1243
02.01.2020 16:00:00.000,28701.99,28717.7,28665.42,28712.99,1.381
02.01.2020 17:00:00.000,28712.99,28741.5,28707.41,28736.4,1.0909
02.01.2020 18:00:00.000,28736.4,28737.49,28702.48,28716.7,0.8032
02.01.2020 19:00:00.000,28716.7,28777.7,28712.4,28770.46,0.8027
02.01.2020 20:00:00.000,28768.92,28874.47,28768.2,28874.42,1.1067
02.01.2020 21:00:00.000,28874.42,28887.93,28864.42,28876.9,0.2959
02.01.2020 22:00:00.000,28876.9,28876.9,28876.9,28876.9,0
02.01.2020 23:00:00.000,28890.73,28913.23,28890.2,28897.23,0.29
03.01.2020 00:00:00.000,28897.23,28911.27,28894.2,28904.25,0.2887
03.01.2020 01:00:00.000,28903.29,28919.25,28831.2,28841.26,0.757
03.01.2020 02:00:00.000,28841.26,28852.76,28676.27,28713.2,2.4625
03.01.2020 03:00:00.000,28713.2,28729.79,28636.76,28674.24,1.2506
03.01.2020 04:00:00.000,28674.24,28716.28,28665.27,28694.23,0.7594
03.01.2020 05:00:00.000,28694.23,28703.29,28644.2,28667.2,1.1668
03.01.2020 06:00:00.000,28667.2,28675.28,28648.27,28672.2,0.7277
03.01.2020 07:00:00.000,28668.71,28674.27,28595.21,28600.7,1.1991
03.01.2020 08:00:00.000,28600.29,28641.38,28557.28,28608.39,1.737
03.01.2020 09:00:00.000,28608.83,28614.9,28566.31,28592.9,1.5449
03.01.2020 10:00:00.000,28592.9,28612.8,28460.31,28491.82,1.5798
03.01.2020 11:00:00.000,28491.82,28535.82,28479.86,28515.38,1.4943
03.01.2020 12:00:00.000,28515.38,28598.87,28512.88,28595.84,1.2266
03.01.2020 13:00:00.000,28597.1,28661.84,28594.89,28615.9,1.6924
03.01.2020 14:00:00.000,28613.38,28696.46,28523.5,28671.93,3.4916
03.01.2020 15:00:00.000,28671.48,28672.46,28602.49,28626.7,3.9311
03.01.2020 16:00:00.000,28626.7,28682.41,28582.41,28676.47,2.1705
03.01.2020 17:00:00.000,28677.45,28715.5,28673.45,28695.7,1.3294
03.01.2020 18:00:00.000,28695.7,28708.7,28601.42,28651.91,2.3045
03.01.2020 19:00:00.000,28651.91,28691.5,28623.41,28687.42,1.9745
03.01.2020 20:00:00.000,28687.42,28711.49,28597.42,28627.48,2.6135
03.01.2020 21:00:00.000,28627.48,28654.48,28624.9,28633.97,0.4637
03.01.2020 22:00:00.000,28633.97,28633.97,28633.97,28633.97,0
03.01.2020 23:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 00:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 01:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 02:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 03:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 04:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 05:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 06:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 07:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 08:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 09:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 10:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 11:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 12:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 13:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 14:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 15:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 16:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 17:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 18:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 19:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 20:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 21:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 22:00:00.000,28633.97,28633.97,28633.97,28633.97,0
04.01.2020 23:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 00:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 01:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 02:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 03:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 04:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 05:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 06:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 07:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 08:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 09:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 10:00:00.000,28633.97,28633.97,28633.97,28633.97,0
05.01.2020 11:00:00.000,28633.97,28633.97,28633.97,28633.97,0
