timestamp,Time,open,high,low,close,tickvol,vol,spread
2020.04.27,0:00:00,8825.9,8909.52,8742.4,8829.28,330861,0,0
2020.04.28,0:00:00,8830.9,8957.52,8666.15,8710.4,462241,0,0
2020.04.29,0:00:00,8780.52,9129.4,8745.28,9129.02,419741,0,0
2020.04.30,0:00:00,9112.78,9155.52,8868.78,8881.4,342101,0,0
2020.05.01,0:00:00,8853.52,8891.15,8683.15,8714.15,276631,0,0
2020.05.04,0:00:00,8623.52,8837.65,8567.52,8819.4,344381,0,0
2020.05.05,0:00:00,8818.15,9032.52,8809.15,8945.52,319371,0,0
2020.05.06,0:00:00,8939.65,9067.78,8889.28,8956.9,339751,0,0
2020.05.07,0:00:00,8958.9,9137.52,8940.9,9129.15,222991,0,0
2020.05.08,0:00:00,9121.15,9247.02,9112.78,9230.02,159611,0,0
2020.05.11,0:00:00,9204.02,9347.15,9127.15,9288.4,355621,0,0
2020.05.12,0:00:00,9290.15,9353.52,9049.65,9052.65,370241,0,0
2020.05.13,0:00:00,9054.02,9210.52,8886.52,9020.4,614381,0,0
2020.05.14,0:00:00,9023.02,9111.9,8855.52,9096.78,439001,0,0
2020.05.15,0:00:00,9091.52,9157.4,8933.28,9127.78,411981,0,0
2020.05.18,0:00:00,9122.9,9369.28,9120.02,9324.52,296901,0,0
2020.05.19,0:00:00,9327.28,9423.9,9291.02,9304.02,242501,0,0
2020.05.20,0:00:00,9290.4,9499.78,9277.28,9496.28,239121,0,0
2020.05.21,0:00:00,9501.15,9512.9,9356.52,9362.52,174131,0,0
2020.05.22,0:00:00,9361.9,9425.78,9246.15,9424.65,296511,0,0
2020.05.25,0:00:00,9397.4,9540.15,9394.65,9534.52,153881,0,0
2020.05.26,0:00:00,9533.02,9607.65,9377.02,9413.02,341261,0,0
2020.05.27,0:00:00,9412.15,9511.78,9179.02,9445.52,632151,0,0
2020.05.28,0:00:00,9436.9,9570.35,9325.52,9463.85,462711,0,0
2020.05.29,0:00:00,9458.6,9595.25,9377,9591.75,303351,0,0
2020.06.01,0:00:00,9493.45,9610.35,9455.2,9598.35,205401,0,0
2020.06.02,0:00:00,9594.45,9674.75,9509.7,9662.85,261701,0,0
2020.06.03,0:00:00,9661.75,9732.15,9639.65,9694.15,152601,0,0
2020.06.04,0:00:00,9690,9745.05,9575.15,9646.65,296451,0,0
2020.06.05,0:00:00,9643.75,9848.65,9605.65,9810.15,319601,0,0
2020.06.08,0:00:00,9821.6,9903.65,9750,9886.5,242401,0,0
2020.06.09,0:00:00,9885.35,10007.75,9814.5,9964.25,307601,0,0
2020.06.10,0:00:00,9966.6,10158.05,9961.25,10089.9,270301,0,0
2020.06.11,0:00:00,10087.45,10107.85,9585.85,9621.85,578401,0,0
2020.06.12,0:00:00,9611.9,9850.3,9495.35,9647.25,674551,0,0
2020.06.15,0:00:00,9537.2,9815.6,9381.7,9812.6,592401,0,0
2020.06.16,0:00:00,9811.2,10014.5,9799.2,9972.2,269601,0,0
2020.06.17,0:00:00,9966.55,10060.7,9928.95,9999.7,230351,0,0
2020.06.18,0:00:00,9989.8,10042.2,9879.95,10000.95,313351,0,0
2020.06.19,0:00:00,9996.35,10124.6,9928.2,9938.25,334701,0,0
2020.06.22,0:00:00,9878.55,10146.05,9855.95,10133.7,325051,0,0
2020.06.23,0:00:00,10134.4,10308.3,9985.05,10189.55,591351,0,0
2020.06.24,0:00:00,10194.4,10254.05,9940.2,10027.85,461151,0,0
2020.06.25,0:00:00,10020.3,10119.7,9898.45,10109.45,353351,0,0
2020.06.26,0:00:00,10102.15,10132.95,9836.95,9857.45,347301,0,0
2020.06.29,0:00:00,9794.35,10009.5,9741.6,9998.5,331651,0,0
2020.06.30,0:00:00,9991.3,10183.35,9952.2,10151.45,302151,0,0
2020.07.01,0:00:00,10149.8,10320.7,10088.2,10267.7,347101,0,0
2020.07.02,0:00:00,10266.85,10431.35,10257.75,10360.5,253551,0,0
2020.07.03,0:00:00,10358.15,10400.8,10320.3,10336.25,139101,0,0
2020.07.06,0:00:00,10359.75,10625.4,10352.5,10609.4,296151,0,0
2020.07.07,0:00:00,10613.05,10705.2,10516.7,10537.45,301401,0,0
2020.07.08,0:00:00,10536.2,10683.85,10516.2,10682.6,188901,0,0
2020.07.09,0:00:00,10692.85,10784,10571,10734.5,384351,0,0
2020.07.10,0:00:00,10736.9,10884.51,10636.65,10853.5,379121,0,0
2020.07.13,0:00:00,10859.7,11069.75,10573.55,10610.15,742851,0,0
2020.07.14,0:00:00,10614.8,10703.7,10370.2,10655.2,626601,0,0
2020.07.15,0:00:00,10723.7,10776.9,10562,10699.15,405251,0,0
2020.07.16,0:00:00,10701.1,10708.75,10486.55,10544.7,288001,0,0
2020.07.17,0:00:00,10549.2,10680,10534.85,10633.85,205651,0,0
2020.07.20,0:00:00,10630.25,10973.65,10557.15,10958.4,504851,0,0
2020.07.21,0:00:00,10959.75,11068.9,10796.25,10856.6,442151,0,0
2020.07.22,0:00:00,10852.9,10927.2,10772.6,10856.65,305451,0,0
2020.07.23,0:00:00,10860.1,10949.5,10525.75,10575.75,563151,0,0
2020.07.24,0:00:00,10579.4,10608.8,10313.8,10471.95,482551,0,0
2020.07.27,0:00:00,10492.3,10695.2,10412.95,10693.7,363101,0,0
2020.07.28,0:00:00,10692.3,10769.7,10525.45,10559.2,355401,0,0
2020.07.29,0:00:00,10571.9,10711.05,10524.3,10710.3,235101,0,0
2020.07.30,0:00:00,10708.5,10905.9,10513.5,10902.15,591151,0,0
2020.07.31,0:00:00,10917.3,10949.45,10701.8,10925.95,486651,0,0
2020.08.03,0:00:00,10941.35,11083.75,10887.25,11063.5,270851,0,0
2020.08.04,0:00:00,11062.6,11106.4,10994.9,11089.9,195701,0,0
2020.08.05,0:00:00,11088.15,11155.95,11068.05,11107.8,156151,0,0
2020.08.06,0:00:00,11102.25,11281.9,11061.4,11268.65,274601,0,0
2020.08.07,0:00:00,11267.45,11290.35,11043.25,11139.5,366251,0,0
2020.08.10,0:00:00,11148.35,11154.25,10936.35,11087.5,374951,0,0
2020.08.11,0:00:00,11075.45,11166.05,10853.65,10918.9,468251,0,0
2020.08.12,0:00:00,10947.1,11193.3,10887.25,11125.95,433251,0,0
2020.08.13,0:00:00,11122.65,11274.3,11102.8,11190.05,275601,0,0
2020.08.14,0:00:00,11188.9,11245.05,11103.55,11154.3,248401,0,0
2020.08.17,0:00:00,11155.7,11308.7,11155.7,11295.45,166251,0,0
2020.08.18,0:00:00,11291.75,11422.85,11275.05,11421.6,165751,0,0
2020.08.19,0:00:00,11417.2,11443.65,11303.8,11325.55,188051,0,0
2020.08.20,0:00:00,11319.7,11501.45,11226.05,11485.15,385351,0,0
2020.08.21,0:00:00,11486.55,11578.2,11411.95,11567.7,251351,0,0
2020.08.24,0:00:00,11591.15,11727.4,11534,11639.35,338601,0,0
2020.08.25,0:00:00,11641.7,11747.6,11580.75,11741.6,233801,0,0
2020.08.26,0:00:00,11741.2,12006.85,11732.1,11990.6,300101,0,0
2020.08.27,0:00:00,11985.6,12050.75,11839.5,11952,388901,0,0
2020.08.28,0:00:00,11955.5,12022.4,11925.15,12006.9,143101,0,0
2020.08.31,0:00:00,12011.5,12169.4,11993.4,12109.9,253601,0,0
2020.09.01,0:00:00,12113.05,12333.2,12097.7,12332.7,251351,0,0
2020.09.02,0:00:00,12325.35,12469,12176.55,12412.05,498201,0,0
2020.09.03,0:00:00,12412.1,12440.75,11661.65,11804.25,950351,0,0
2020.09.04,0:00:00,11729.7,11845.85,11145.2,11540.6,1212201,0,0
2020.09.07,0:00:00,11544.95,11549.35,11310.85,11500.8,432851,0,0
2020.09.08,0:00:00,11510.2,11587.6,11043.7,11047.35,624951,0,0
2020.09.09,0:00:00,11043.55,11481.5,10938.95,11373.35,755301,0,0
2020.09.10,0:00:00,11381.9,11569.05,11092.45,11181.05,752351,0,0
2020.09.11,0:00:00,11194.9,11359.8,10940.9,11075.8,718701,0,0
2020.09.14,0:00:00,11118.1,11366.65,11085.95,11277,402501,0,0
2020.09.15,0:00:00,11288.35,11498.4,11250.25,11465.25,319401,0,0
2020.09.16,0:00:00,11469.85,11551.9,11240.5,11267,419951,0,0
2020.09.17,0:00:00,11275.3,11305.45,10921.45,11081.95,574651,0,0
2020.09.18,0:00:00,11071.75,11176.9,10757.9,10953.65,719901,0,0
2020.09.21,0:00:00,10936,11025.85,10672.4,10997.6,645301,0,0
2020.09.22,0:00:00,10983.5,11208.15,10914.4,11169.9,401101,0,0
2020.09.23,0:00:00,11179.25,11238.9,10802.65,10835.65,528901,0,0
2020.09.24,0:00:00,10817.6,11028,10678.5,10924.75,591851,0,0
2020.09.25,0:00:00,10936.9,11182.05,10829.4,11150.3,491901,0,0
2020.09.28,0:00:00,11164.7,11419.6,11156.6,11410.35,280351,0,0
2020.09.29,0:00:00,11399.1,11464,11304.5,11335.25,255151,0,0
2020.09.30,0:00:00,11328.2,11541.7,11182.85,11372.85,673051,0,0
2020.10.01,0:00:00,11397.05,11614.1,11395.05,11586.45,248701,0,0
2020.10.02,0:00:00,11586,11619.65,11220.4,11267.15,479651,0,0
2020.10.05,0:00:00,11329.6,11511.1,11283.5,11484.5,300301,0,0
2020.10.06,0:00:00,11483.9,11539.3,11211.8,11220.9,392001,0,0
2020.10.07,0:00:00,11237,11521.65,11222,11490.65,345651,0,0
2020.10.08,0:00:00,11489.1,11593.9,11485.1,11574.5,132201,0,0
2020.10.09,0:00:00,11580.85,11754.35,11567.6,11740.25,214101,0,0
2020.10.12,0:00:00,11712.2,12212.6,11708.6,12105.6,614601,0,0
2020.10.13,0:00:00,12118.75,12263.9,12035.8,12097.4,434851,0,0
2020.10.14,0:00:00,12094.3,12193.7,11918.45,11960.2,416401,0,0
2020.10.15,0:00:00,11969.75,11998.65,11753.4,11900.15,420901,0,0
2020.10.16,0:00:00,11910.6,12038.5,11809.25,11812,359901,0,0
2020.10.19,0:00:00,11835.8,11967.45,11608.95,11709.7,590901,0,0
2020.10.20,0:00:00,11719.8,11808.1,11614.85,11666.65,333351,0,0
2020.10.21,0:00:00,11698,11794,11600,11702.65,383351,0,0
2020.10.22,0:00:00,11692.15,11738.95,11526.3,11672.3,405451,0,0
2020.10.23,0:00:00,11687.65,11706.7,11566.45,11683.8,276651,0,0
2020.10.26,0:00:00,11631.95,11710.1,11358.1,11511.35,583401,0,0
2020.10.27,0:00:00,11512.15,11637.8,11492.3,11568.65,234501,0,0
2020.10.28,0:00:00,11567.25,11581.65,11137.55,11190.8,511751,0,0
2020.10.29,0:00:00,11195.95,11471.5,11157.7,11258.85,564701,0,0
2020.10.30,0:00:00,11227,11295.4,10960.2,11102.3,545701,0,0
2020.11.02,0:00:00,11040.35,11227,10957.75,11089.5,489351,0,0
2020.11.03,0:00:00,11085.3,11360.45,11081.7,11260.7,382101,0,0
2020.11.04,0:00:00,11279.75,11857.9,11244.15,11828.65,678601,0,0
2020.11.05,0:00:00,11834.25,12130.9,11784.15,12104.15,423601,0,0
2020.11.06,0:00:00,12092.1,12118.95,11879.75,12104.7,465801,0,0
2020.11.09,0:00:00,12171.1,12418.25,11820.5,11854.15,878551,0,0
2020.11.10,0:00:00,11870.45,11908.6,11513.35,11631.95,552001,0,0
2020.11.11,0:00:00,11639.4,11927.7,11584.05,11904.2,422501,0,0
2020.11.12,0:00:00,11907.55,11985.45,11786.05,11872.95,364201,0,0
2020.11.13,0:00:00,11866.9,11961.55,11810.95,11953.55,214551,0,0
2020.11.16,0:00:00,11968.25,12073.4,11861.25,12050.15,342401,0,0
2020.11.17,0:00:00,12089.25,12105.5,11963.65,11978.15,172601,0,0
2020.11.18,0:00:00,11981.8,12033.95,11869.7,11880.95,227651,0,0
2020.11.19,0:00:00,11884.05,12008.2,11813.2,11973.2,300851,0,0
2020.11.20,0:00:00,11961.05,12029.45,11890.13,11917.2,234791,0,0
2020.11.23,0:00:00,11907.7,12010.6,11816.35,11925.6,370601,0,0
2020.11.24,0:00:00,11925.2,12113.25,11881.6,12110.6,277901,0,0
2020.11.25,0:00:00,12108.9,12186.55,12087.3,12177.3,130101,0,0
2020.11.26,0:00:00,12184.15,12231.8,12136.05,12162.8,170151,0,0
2020.11.27,0:00:00,12171.8,12316.45,12145.95,12280.35,232451,0,0
2020.11.30,0:00:00,12300.4,12344.8,12095.55,12327.3,471601,0,0
2020.12.01,0:00:00,12338.9,12516.3,12316.05,12463.3,276101,0,0
2020.12.02,0:00:00,12463.45,12476.6,12317.85,12467.6,313351,0,0
2020.12.03,0:00:00,12478,12543.3,12447.3,12491.4,178601,0,0
2020.12.04,0:00:00,12492.75,12538.65,12477.65,12511.9,115042,0,0
2020.12.07,0:00:00,12529.1,12615,12478.25,12574.5,162240,0,0
2020.12.08,0:00:00,12575.6,12655.45,12506.1,12650.7,150788,0,0
2020.12.09,0:00:00,12665,12678.4,12310.75,12355.5,234827,0,0
2020.12.10,0:00:00,12349.05,12453.35,12222.95,12393.45,250479,0,0
2020.12.11,0:00:00,12394.9,12418.55,12238.15,12374.8,242074,0,0
2020.12.14,0:00:00,12421.4,12558.05,12397.05,12481.05,189862,0,0
2020.12.15,0:00:00,12482.3,12617.45,12431.95,12607.45,192566,0,0
2020.12.16,0:00:00,12612.3,12713.95,12581.2,12686.7,159845,0,0
2020.12.17,0:00:00,12688.3,12775.05,12680.7,12762.3,145427,0,0
2020.12.18,0:00:00,12753.85,12796.95,12618.6,12757.85,190235,0,0
2020.12.21,0:00:00,12772.2,12790.2,12470.75,12702.1,320462,0,0
2020.12.22,0:00:00,12719.85,12772,12606.9,12719.25,255064,0,0
2020.12.23,0:00:00,12716.7,12751.85,12637.1,12669.85,189767,0,0
2020.12.24,0:00:00,12674.4,12736.95,12644.55,12715.55,98757,0,0
2020.12.28,0:00:00,12679.1,12868.75,12678.35,12855.25,148260,0,0
2020.12.29,0:00:00,12857.6,12930.35,12821.75,12872,171751,0,0
2020.12.30,0:00:00,12871.7,12923.15,12834.4,12855.4,155289,0,0
2020.12.31,0:00:00,12856.5,12909.15,12810.15,12899.4,121627,0,0
2021.01.04,0:00:00,12911.1,12973,12535.75,12701.75,278601,0,0
2021.01.05,0:00:00,12698.85,12821.2,12624.25,12816.95,240276,0,0
2021.01.06,0:00:00,12816,12856.65,12503.15,12672.35,385766,0,0
2021.01.07,0:00:00,12671.85,12970.85,12660.5,12939.85,230864,0,0
2021.01.08,0:00:00,12944.1,13138.85,12933,13137.1,249305,0,0
2021.01.11,0:00:00,13102.3,13119.2,12886.2,12918.95,259727,0,0
2021.01.12,0:00:00,12929.65,12972.8,12782.7,12897.3,228830,0,0
2021.01.13,0:00:00,12898.9,13016.45,12834.15,12989.25,203228,0,0
2021.01.14,0:00:00,12990.7,13042.1,12893.2,12911.85,201261,0,0
2021.01.15,0:00:00,12923.8,12943.95,12757.45,12774.95,264224,0,0
2021.01.18,0:00:00,12790.25,12829.9,12740.4,12824.4,85350,0,0
2021.01.19,0:00:00,12826.1,13047.4,12824.85,13046.65,141047,0,0
2021.01.20,0:00:00,13046,13343,13034.9,13306,184271,0,0
2021.01.21,0:00:00,13306.6,13439.85,13299.5,13413.7,184442,0,0
2021.01.21,22:00:00,13410.6,13421.7,13407.6,13413.7,3686,0,0
2021.01.22,0:00:00,13412.65,13417.05,13395.55,13400.8,4105,0,0
2021.01.22,1:00:00,13401.05,13410.05,13382.8,13389.8,4227,0,0
2021.01.22,2:00:00,13389.55,13393.55,13378.8,13387.05,4299,0,0
2021.01.22,3:00:00,13386.8,13390.3,13349.55,13369.05,5065,0,0
2021.01.22,4:00:00,13369.3,13378.55,13354.05,13364.55,3687,0,0
2021.01.22,5:00:00,13364.8,13379.8,13361.05,13370.8,2249,0,0
2021.01.22,6:00:00,13371.05,13376.3,13358.8,13365.05,3229,0,0
2021.01.22,7:00:00,13364.55,13375.55,13352.3,13367.3,3297,0,0
2021.01.22,8:00:00,13367.55,13372.55,13358.05,13363.3,3766,0,0
2021.01.22,9:00:00,13363.55,13369.55,13341.55,13361.8,8793,0,0
2021.01.22,10:00:00,13362.55,13364.05,13326.8,13343.55,5695,0,0
2021.01.22,11:00:00,13343.3,13353.1,13332.1,13336.1,5090,0,0
2021.01.22,12:00:00,13336.35,13344.6,13323.1,13340.6,5630,0,0
2021.01.22,13:00:00,13340.85,13351.35,13316.85,13336.6,6572,0,0
2021.01.22,14:00:00,13336.35,13343.2,13321.6,13338.7,5726,0,0
2021.01.22,15:00:00,13338.45,13406.35,13336.95,13399.7,19260,0,0
2021.01.22,16:00:00,13399.45,13407.95,13339.8,13367.7,26357,0,0
2021.01.22,17:00:00,13367.95,13393.2,13353.95,13384.7,17767,0,0
2021.01.22,18:00:00,13384.95,13394.2,13369.2,13373.95,14151,0,0
2021.01.22,19:00:00,13374.2,13393.7,13357.7,13374.2,12282,0,0
2021.01.22,20:00:00,13374.45,13406.95,13366.95,13404.45,11781,0,0
2021.01.22,21:00:00,13404.7,13412.6,13370.35,13372.35,15525,0,0
2021.01.22,22:00:00,13374.35,13382.1,13360.6,13369.7,4262,0,0
2021.01.25,0:00:00,13388.5,13424.4,13387.5,13415.15,3833,0,0
2021.01.25,1:00:00,13414.65,13458.65,13405.65,13453.4,4894,0,0
2021.01.25,2:00:00,13453.65,13463.4,13445.9,13455.4,4166,0,0
2021.01.25,3:00:00,13455.65,13477.9,13454.9,13475.9,2868,0,0
2021.01.25,4:00:00,13476.15,13480.15,13470.15,13471.65,2234,0,0
2021.01.25,5:00:00,13471.15,13477.65,13471.15,13474.4,1340,0,0
2021.01.25,6:00:00,13474.65,13485.4,13471.4,13477.15,2272,0,0
2021.01.25,7:00:00,13476.9,13479.15,13468.9,13475.9,2225,0,0
2021.01.25,8:00:00,13475.4,13496.9,13469.4,13492.9,2741,0,0
2021.01.25,9:00:00,13493.15,13493.65,13479.9,13492.15,5556,0,0
2021.01.25,10:00:00,13491.9,13513.9,13490.65,13500.4,4542,0,0
2021.01.25,11:00:00,13500.15,13507.65,13486.15,13507.15,3702,0,0
2021.01.25,12:00:00,13506.9,13507.65,13487.65,13494.65,4439,0,0
2021.01.25,13:00:00,13495.15,13524.55,13488.15,13492.65,8767,0,0
2021.01.25,14:00:00,13492.15,13521.4,13490.9,13498.4,8738,0,0
2021.01.25,15:00:00,13498.65,13571.05,13498.4,13555.4,20047,0,0
2021.01.25,16:00:00,13555.65,13566.9,13358.8,13365.9,31858,0,0
2021.01.25,17:00:00,13365.65,13414.7,13206.4,13414.7,40749,0,0
2021.01.25,18:00:00,13414.95,13439.8,13329.2,13435.2,30401,0,0
2021.01.25,19:00:00,13434.95,13462.7,13406.95,13450.2,21566,0,0
2021.01.25,20:00:00,13450.45,13466.7,13420.2,13452.7,18228,0,0
2021.01.25,21:00:00,13451.95,13495.7,13391.2,13492.95,22326,0,0
2021.01.25,22:00:00,13497.7,13499.45,13474.2,13479.7,3583,0,0
2021.01.26,0:00:00,13471.15,13490.05,13466.3,13478.8,3002,0,0
2021.01.26,1:00:00,13478.3,13483.55,13459.05,13462.05,3872,0,0
2021.01.26,2:00:00,13462.3,13466.55,13447.3,13461.3,4734,0,0
2021.01.26,3:00:00,13461.55,13465.55,13443.05,13448.3,4005,0,0
2021.01.26,4:00:00,13447.55,13451.8,13439.05,13446.55,3294,0,0
2021.01.26,5:00:00,13446.8,13448.8,13397.05,13404.55,4213,0,0
2021.01.26,6:00:00,13404.3,13429.8,13404.3,13419.05,4751,0,0
2021.01.26,7:00:00,13419.3,13424.8,13399.8,13405.3,4085,0,0
2021.01.26,8:00:00,13404.05,13433.55,13403.55,13420.8,5613,0,0
2021.01.26,9:00:00,13422.3,13463.55,13418.3,13458.05,8098,0,0
2021.01.26,10:00:00,13457.8,13472.55,13439.8,13446.55,5966,0,0
2021.01.26,11:00:00,13446.8,13457.8,13437.3,13452.3,4198,0,0
2021.01.26,12:00:00,13452.05,13495.3,13448.55,13479.05,5741,0,0
2021.01.26,13:00:00,13479.3,13505.05,13478.55,13482.8,6334,0,0
2021.01.26,14:00:00,13482.55,13496.2,13468.3,13494.3,5179,0,0
2021.01.26,15:00:00,13494.55,13525.05,13443.15,13493.8,22135,0,0
2021.01.26,16:00:00,13494.05,13538.3,13456.65,13524.8,30996,0,0
2021.01.26,17:00:00,13525.55,13548.8,13470.3,13473.55,25362,0,0
2021.01.26,18:00:00,13473.8,13510.2,13472.3,13494.8,16809,0,0
2021.01.26,19:00:00,13495.05,13528.3,13483.3,13515.8,13773,0,0
2021.01.26,20:00:00,13515.55,13526.3,13496.05,13511.8,15176,0,0
2021.01.26,21:00:00,13511.55,13523.05,13485.3,13499.55,18393,0,0
2021.01.26,22:00:00,13500.55,13615.05,13499.05,13567.55,9804,0,0
2021.01.27,0:00:00,13567.6,13602.25,13567.6,13576,4693,0,0
2021.01.27,1:00:00,13576.5,13582.5,13559.75,13571.75,3626,0,0
2021.01.27,2:00:00,13571.5,13584.75,13555.25,13567,5202,0,0
2021.01.27,3:00:00,13566.75,13570.75,13552.75,13562,4365,0,0
2021.01.27,4:00:00,13561.25,13572.25,13551.5,13562.75,2767,0,0
2021.01.27,5:00:00,13562.5,13567.5,13556.75,13564,1959,0,0
2021.01.27,6:00:00,13563.75,13583,13561.5,13579,3317,0,0
2021.01.27,7:00:00,13579.25,13588.25,13566,13571,3194,0,0
2021.01.27,8:00:00,13570.5,13573.5,13563.75,13571,2707,0,0
2021.01.27,9:00:00,13570.75,13570.75,13544.25,13554.25,8069,0,0
2021.01.27,10:00:00,13554.5,13582,13553.75,13565.25,5167,0,0
2021.01.27,11:00:00,13565.5,13569.5,13539,13541,5139,0,0
2021.01.27,12:00:00,13540.75,13541,13462.5,13467,12627,0,0
2021.01.27,13:00:00,13467.25,13497,13373,13373,21676,0,0
2021.01.27,14:00:00,13373.25,13413.5,13368.75,13409.75,15607,0,0
2021.01.27,15:00:00,13409.25,13418.75,13185.95,13296.95,32505,0,0
2021.01.27,16:00:00,13296.7,13398.95,13279.45,13380.45,38701,0,0
2021.01.27,17:00:00,13380.2,13380.7,13229.2,13233.7,31978,0,0
2021.01.27,18:00:00,13233.2,13343.7,13219.7,13334.2,26378,0,0
2021.01.27,19:00:00,13334.7,13346.45,13268.45,13285.1,21993,0,0
2021.01.27,20:00:00,13284.85,13319.2,13121.45,13136.45,35106,0,0
