Date,Time,Open,High,Low,Close,Tickvol,Vol,Spread
2024.05.31,19:00:00,2329.93,2336.67,2329.69,2332.83,9278,0,14
2024.05.31,20:00:00,2332.82,2333.82,2323.95,2325.96,8917,0,14
2024.05.31,21:00:00,2325.96,2327.19,2322.35,2322.88,5048,0,14
2024.05.31,22:00:00,2322.87,2328.24,2320.58,2327.69,5563,0,14
2024.05.31,23:00:00,2327.63,2330.56,2327.31,2329.44,2211,0,14
2024.06.03,01:00:00,2328.67,2328.77,2323.32,2326.42,2648,0,17
2024.06.03,02:00:00,2326.33,2326.80,2324.01,2325.88,2359,0,17
2024.06.03,03:00:00,2325.89,2327.47,2323.95,2327.11,4312,0,17
2024.06.03,04:00:00,2327.10,2331.00,2326.14,2330.79,9143,0,17
2024.06.03,05:00:00,2330.80,2330.93,2325.51,2326.31,6265,0,17
