timestamp,open,high,low,close,volume
01.01.2020 22:00:00.000,18.8846,18.88729,18.8846,18.88688,77.25
01.01.2020 23:00:00.000,18.88689,18.93868,18.88689,18.90838,737
02.01.2020 00:00:00.000,18.90858,18.90968,18.8989,18.90228,840.83
02.01.2020 01:00:00.000,18.90188,18.9054,18.88318,18.8985,1100.4301
02.01.2020 02:00:00.000,18.8988,18.9014,18.88991,18.8925,586.56
02.01.2020 03:00:00.000,18.89048,18.9014,18.89048,18.901,365.86
02.01.2020 04:00:00.000,18.901,18.9151,18.89716,18.9119,470.85
02.01.2020 05:00:00.000,18.9119,18.9302,18.90958,18.9111,1044.39
02.01.2020 06:00:00.000,18.9111,18.91956,18.91028,18.9183,2351.1899
02.01.2020 07:00:00.000,18.9185,18.9227,18.8879,18.8915,2033.53
02.01.2020 08:00:00.000,18.89099,18.8943,18.85478,18.8584,3287.2
02.01.2020 09:00:00.000,18.85798,18.872,18.85418,18.8706,2683.6399
02.01.2020 10:00:00.000,18.8704,18.8999,18.8688,18.89605,2972.3799
02.01.2020 11:00:00.000,18.89612,18.9154,18.8727,18.91006,3267.4099
02.01.2020 12:00:00.000,18.91006,18.91871,18.88309,18.88396,3979.03
02.01.2020 13:00:00.000,18.88419,18.8894,18.864,18.87248,5536.9102
02.01.2020 14:00:00.000,18.87248,18.90836,18.868,18.87333,8330.3604
02.01.2020 15:00:00.000,18.87333,18.90839,18.8726,18.8788,10417.75
02.01.2020 16:00:00.000,18.8786,18.8987,18.87142,18.8906,6679.25
02.01.2020 17:00:00.000,18.8906,18.8997,18.8745,18.8939,5206.71
02.01.2020 18:00:00.000,18.8939,18.8963,18.8619,18.8669,4027.1499
02.01.2020 19:00:00.000,18.8676,18.868,18.83771,18.8473,4303.3999
02.01.2020 20:00:00.000,18.8473,18.8485,18.83016,18.837,3494.23
02.01.2020 21:00:00.000,18.837,18.8397,18.82965,18.83168,1143.85
02.01.2020 22:00:00.000,18.8296,18.8391,18.82531,18.8382,133.25
02.01.2020 23:00:00.000,18.83451,18.8453,18.83451,18.8432,768.31
03.01.2020 00:00:00.000,18.8432,18.8437,18.82879,18.8304,1971.86
03.01.2020 01:00:00.000,18.8287,18.8358,18.8278,18.8335,2379.75
03.01.2020 02:00:00.000,18.8335,18.8768,18.83138,18.8751,4540.1001
03.01.2020 03:00:00.000,18.8752,18.8879,18.87299,18.8852,2055
03.01.2020 04:00:00.000,18.88508,18.88908,18.8787,18.88668,3611.8601
03.01.2020 05:00:00.000,18.88668,18.9003,18.8783,18.8987,2310.3401
03.01.2020 06:00:00.000,18.8987,18.9202,18.8978,18.91458,2022.59
03.01.2020 07:00:00.000,18.9145,18.9482,18.9068,18.9416,4701.8799
03.01.2020 08:00:00.000,18.9416,18.9446,18.90398,18.94178,3602.8101
03.01.2020 09:00:00.000,18.94168,18.9723,18.9389,18.9715,4484.5498
03.01.2020 10:00:00.000,18.9714,18.9965,18.96934,18.99308,3498.8601
03.01.2020 11:00:00.000,18.99308,19.02628,18.9839,18.997,5256.0298
03.01.2020 12:00:00.000,18.9971,19.0022,18.9615,18.98788,5618.0601
03.01.2020 13:00:00.000,18.98788,18.9899,18.95037,18.95259,8837.1104
03.01.2020 14:00:00.000,18.95218,18.95236,18.90081,18.90088,9835.7305
03.01.2020 15:00:00.000,18.90187,18.9115,18.85978,18.863,11036.1201
03.01.2020 16:00:00.000,18.86318,18.8728,18.85144,18.8644,5831.8198
03.01.2020 17:00:00.000,18.8642,18.89138,18.85189,18.8909,4384.3398
03.01.2020 18:00:00.000,18.89108,18.91483,18.87842,18.89448,4995.1201
03.01.2020 19:00:00.000,18.89508,18.927,18.89112,18.92338,4312.8398
03.01.2020 20:00:00.000,18.92338,18.9298,18.9185,18.9266,3023.22
03.01.2020 21:00:00.000,18.92871,18.9303,18.8878,18.89613,980.75
05.01.2020 22:00:00.000,18.90048,18.9351,18.9004,18.92561,255.59
05.01.2020 23:00:00.000,18.9256,18.9482,18.91961,18.9467,1518.84
06.01.2020 00:00:00.000,18.9451,18.9451,18.9217,18.931,3769.26
06.01.2020 01:00:00.000,18.931,18.9378,18.9245,18.9354,3687.0801
06.01.2020 02:00:00.000,18.9354,18.93712,18.927,18.9306,1277.3199
06.01.2020 03:00:00.000,18.9306,18.93352,18.9257,18.9276,1157.71
06.01.2020 04:00:00.000,18.9276,18.9308,18.9209,18.9221,1123.78
06.01.2020 05:00:00.000,18.9221,18.938,18.9217,18.9367,913.91
06.01.2020 06:00:00.000,18.9364,18.9491,18.9356,18.9419,1369.51
06.01.2020 07:00:00.000,18.94188,18.9422,18.91818,18.92559,3409.23
06.01.2020 08:00:00.000,18.92559,18.9451,18.91758,18.92149,6804.1499
06.01.2020 09:00:00.000,18.9217,18.92248,18.8836,18.88373,5531.46
06.01.2020 10:00:00.000,18.88424,18.8885,18.87119,18.8724,4357.25
06.01.2020 11:00:00.000,18.8724,18.879,18.8613,18.8634,2703.0901
06.01.2020 12:00:00.000,18.8635,18.8754,18.8536,18.8719,3576.25
06.01.2020 13:00:00.000,18.87159,18.8907,18.8447,18.8556,7319.96
06.01.2020 14:00:00.000,18.8553,18.86501,18.84345,18.84538,10320.4805
06.01.2020 15:00:00.000,18.84548,18.84549,18.79492,18.80758,11028.7197
06.01.2020 16:00:00.000,18.80758,18.82368,18.79586,18.8211,8888.4004
06.01.2020 17:00:00.000,18.8211,18.85448,18.81998,18.85273,4794.7002
06.01.2020 18:00:00.000,18.85318,18.85366,18.83592,18.83632,3148.8301
06.01.2020 19:00:00.000,18.83627,18.8748,18.83627,18.85888,4543.2598
06.01.2020 20:00:00.000,18.8588,18.87038,18.8527,18.8556,2884.3501
06.01.2020 21:00:00.000,18.8558,18.8566,18.83688,18.8377,817.44
06.01.2020 22:00:00.000,18.8362,18.8419,18.8249,18.8355,363.42
06.01.2020 23:00:00.000,18.8358,18.847,18.8343,18.84549,945.03
07.01.2020 00:00:00.000,18.84573,18.85298,18.83845,18.8516,1070.87
07.01.2020 01:00:00.000,18.8516,18.852,18.8389,18.84328,743.05
07.01.2020 02:00:00.000,18.84342,18.8503,18.8399,18.8464,610.89
07.01.2020 03:00:00.000,18.8465,18.8466,18.83408,18.8368,601.2
07.01.2020 04:00:00.000,18.837,18.8378,18.8296,18.836,1631.65
07.01.2020 05:00:00.000,18.836,18.8432,18.8275,18.843,605.37
