total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio
17.60154215984394,91.23270561340826,0.10875102963429192,41.483525782524886,98.11400457926214,0.0095276096690337,42.0,9575.613273697554
