total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio
3.090131704881033,3.2600292152945487,0.04497961744751211,31.80120042845463,66.8545487884518,0.0030968213692141584,89.0,1052.701730782039
