total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio
8.28459479996149,8.90204961558412,0.07877532694311058,28.89406308758172,58.325708349351366,0.00823022063509815,59.0,1081.6295224967514
