total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio
12.049780684601313,13.7564318724037,0.08383136605078394,31.916434964311723,74.44870394085753,0.003567260114086536,59.0,3856.3018766368523
